first_name,last_name,nickname,fighter_url,height,weight,reach,stance,win,lose,draw,belt,extracted_at
Vanilto,Antunes,,http://www.ufcstats.com/fighter-details/cc49ada1ea955b13,"6' 0""",170 lbs.,"72.0""",Orthodox,16,7,0,No,2026-04-03 22:56:51
Azunna,Anyanwu,Zulu,http://www.ufcstats.com/fighter-details/78d48d3874dacafd,"6' 1""",251 lbs.,--,Orthodox,14,5,0,No,2026-04-03 22:56:51
Shinsho,Anzai,Animal,http://www.ufcstats.com/fighter-details/4665f9f909cd7214,"5' 7""",170 lbs.,"70.0""",Orthodox,10,3,0,No,2026-04-03 22:56:51
Jin,Aoi,,http://www.ufcstats.com/fighter-details/031da10a00c8ccd4,"5' 6""",145 lbs.,"68.0""",Orthodox,14,6,1,No,2026-04-03 22:56:51
Shinya,Aoki,Tobikan Judan,http://www.ufcstats.com/fighter-details/79ded75550efc139,"5' 11""",154 lbs.,--,Southpaw,39,7,0,No,2026-04-03 22:56:51
,Aoriqileng,The Mongolian Murderer,http://www.ufcstats.com/fighter-details/7d420039bbfe7c1a,"5' 7""",135 lbs.,"69.0""",Orthodox,26,12,0,No,2026-04-03 22:56:51
Josh,Appelt,,http://www.ufcstats.com/fighter-details/0c1a04afca64e38f,"5' 10""",255 lbs.,--,Southpaw,15,7,0,No,2026-04-03 22:56:51
Erik,Apple,,http://www.ufcstats.com/fighter-details/1ccff7f0cfdf85eb,"6' 0""",170 lbs.,--,Orthodox,10,3,0,No,2026-04-03 22:56:51
Kenji,Arai,,http://www.ufcstats.com/fighter-details/269d103c96a4c3a5,"5' 10""",145 lbs.,--,Southpaw,15,15,5,No,2026-04-03 22:56:51
Romie,Aram,,http://www.ufcstats.com/fighter-details/73ef22f25d0f70e2,"5' 10""",170 lbs.,--,Orthodox,7,1,0,No,2026-04-03 22:56:51
Felipe,Arantes,Sertanejo,http://www.ufcstats.com/fighter-details/71002dbc1743b9a7,"5' 8""",135 lbs.,"73.0""",Orthodox,18,10,1,No,2026-04-03 22:56:51
Igor,Araujo,,http://www.ufcstats.com/fighter-details/dbea8c1cb327ab3d,"6' 1""",170 lbs.,"77.0""",Orthodox,25,9,0,No,2026-04-03 22:56:51
Viviane,Araujo,Vivi,http://www.ufcstats.com/fighter-details/36541f1e6c5d4955,"5' 4""",125 lbs.,"68.0""",Orthodox,13,7,0,No,2026-04-03 22:56:51
Julio,Arce,,http://www.ufcstats.com/fighter-details/1291edf2d566a71a,"5' 7""",145 lbs.,"70.0""",Southpaw,19,6,0,No,2026-04-03 22:56:51
Art,Arciniega,King Arthur,http://www.ufcstats.com/fighter-details/d25e39e74efb0a77,"5' 8""",145 lbs.,--,,15,7,0,No,2026-04-03 22:56:51
Alice,Ardelean,,http://www.ufcstats.com/fighter-details/87f8699fdcc2c404,"5' 3""",115 lbs.,"62.0""",Orthodox,11,7,0,No,2026-04-03 22:56:51
Tristan,Arenal,,http://www.ufcstats.com/fighter-details/9c9455912d917e4e,--,155 lbs.,--,,7,4,0,No,2026-04-03 22:56:51
Gabriel,Arges,,http://www.ufcstats.com/fighter-details/db3c4a884d704efe,--,170 lbs.,--,,0,0,0,No,2026-04-03 22:56:51
Dan,Argueta,The Determined,http://www.ufcstats.com/fighter-details/e4ba58725825412d,"5' 7""",135 lbs.,"68.0""",Southpaw,9,3,0,No,2026-04-03 22:56:51
Reza,Arianto,The Crazy Lion,http://www.ufcstats.com/fighter-details/90063913321e7670,--,155 lbs.,--,,5,0,0,No,2026-04-03 22:56:51
Ryoga,Arimoto,,http://www.ufcstats.com/fighter-details/e0e1801e8721af17,--,125 lbs.,--,,10,1,2,No,2026-04-03 22:56:51
Hashem,Arkhagha,,http://www.ufcstats.com/fighter-details/9a7ffa80766caa51,"6' 2""",185 lbs.,"75.0""",Orthodox,6,1,0,No,2026-04-03 22:56:51
Andrei,Arlovski,The Pitbull,http://www.ufcstats.com/fighter-details/3738e68d2261e60f,"6' 3""",240 lbs.,"77.0""",Orthodox,34,24,0,No,2026-04-03 22:56:51
Garrett,Armfield,,http://www.ufcstats.com/fighter-details/1effd880e1f1bb30,"5' 6""",135 lbs.,"70.0""",Orthodox,10,5,0,No,2026-04-03 22:56:51
Joey,Armstrong,,http://www.ufcstats.com/fighter-details/30ad2050273d016a,--,--,--,,5,2,0,No,2026-04-03 22:56:51
Austin,Arnett,,http://www.ufcstats.com/fighter-details/bf0e700106d00e55,"6' 0""",145 lbs.,"72.0""",Orthodox,16,6,0,No,2026-04-03 22:56:51
Ricardo,Arona,The Brazilian Tiger,http://www.ufcstats.com/fighter-details/05fbfe628658c538,"5' 11""",205 lbs.,--,Orthodox,14,5,0,No,2026-04-03 22:56:51
Eli,Aronov,The Israeli Tank,http://www.ufcstats.com/fighter-details/a90c200c3fbb22c4,"5' 10""",185 lbs.,"72.0""",Orthodox,6,1,0,No,2026-04-03 22:56:51
Chalid,Arrab,Die Faust,http://www.ufcstats.com/fighter-details/770b9d4813c25902,"5' 11""",205 lbs.,--,Orthodox,7,3,0,No,2026-04-03 22:56:51
Akbarh,Arreola,El Caballero,http://www.ufcstats.com/fighter-details/c136b2a8852da5bd,"5' 10""",155 lbs.,"71.0""",Southpaw,23,11,1,No,2026-04-03 22:56:51
Matt,Arroyo,No Regard,http://www.ufcstats.com/fighter-details/de62052b2ede65ba,"5' 10""",170 lbs.,"72.0""",Orthodox,3,3,0,No,2026-04-03 22:56:51
Antonio,Arroyo,,http://www.ufcstats.com/fighter-details/61fb8098ccf81c7f,"6' 3""",185 lbs.,"73.0""",Orthodox,9,5,0,No,2026-04-03 22:56:51
Gilles,Arsene,,http://www.ufcstats.com/fighter-details/2dea80c069847321,"5' 9""",190 lbs.,--,Southpaw,1,1,0,No,2026-04-03 22:56:51
Veta,Arteaga,,http://www.ufcstats.com/fighter-details/91e3388e69060e69,"5' 7""",125 lbs.,--,,3,1,0,No,2026-04-03 22:56:51
Cesar,Arzamendia,Goku,http://www.ufcstats.com/fighter-details/49f78022126bf4a4,"5' 11""",155 lbs.,--,Orthodox,8,3,0,No,2026-04-03 22:56:51
Kai,Asakura,,http://www.ufcstats.com/fighter-details/d33da8a3d82bdb62,"5' 8""",125 lbs.,"69.0""",Orthodox,21,6,0,No,2026-04-03 22:56:51
Teddy,Ash,Bear,http://www.ufcstats.com/fighter-details/a373085066dbfb54,"6' 1""",185 lbs.,"73.0""",Switch,14,5,0,No,2026-04-03 22:56:51
Arman,Ashimov,Mustafa Ozturik,http://www.ufcstats.com/fighter-details/d26a0988c9dc9886,"5' 6""",125 lbs.,--,,11,3,1,No,2026-04-03 22:56:51
Yanal,Ashmouz,Red Fox,http://www.ufcstats.com/fighter-details/c739c2995a275314,"5' 9""",155 lbs.,"69.0""",Orthodox,8,2,0,No,2026-04-03 22:56:51
,Asjabharan,,http://www.ufcstats.com/fighter-details/8be9deb7d6b36354,"5' 6""",135 lbs.,--,,7,6,0,No,2026-04-03 22:56:51
Askar,Askar,AK-47,http://www.ufcstats.com/fighter-details/2abc414136504554,"5' 7""",145 lbs.,"69.0""",Orthodox,11,1,0,No,2026-04-03 22:56:51
Askar,Askarov,Bullet,http://www.ufcstats.com/fighter-details/b1d19449397541dc,"5' 6""",125 lbs.,"67.0""",Orthodox,14,1,1,No,2026-04-03 22:56:51
Cyril,Asker,Silverback,http://www.ufcstats.com/fighter-details/9be6020024133293,"6' 0""",247 lbs.,"74.0""",Orthodox,9,4,0,No,2026-04-03 22:56:51
Khusein,Askhabov,Nohcho,http://www.ufcstats.com/fighter-details/5c10da56d712ac9c,"5' 8""",145 lbs.,"69.0""",Orthodox,23,1,0,No,2026-04-03 22:56:51
Scott,Askham,,http://www.ufcstats.com/fighter-details/06827d70c53ff0d9,"6' 3""",185 lbs.,"75.0""",Southpaw,14,4,0,No,2026-04-03 22:56:51
Ben,Askren,Funky,http://www.ufcstats.com/fighter-details/0b31f87be71ebbb1,"5' 11""",170 lbs.,"73.0""",Orthodox,19,2,0,No,2026-04-03 22:56:51
Ibo,Aslan,The Last Ottoman,http://www.ufcstats.com/fighter-details/6e8f1bcdda94ff45,"6' 3""",205 lbs.,"77.0""",Orthodox,14,4,0,No,2026-04-03 22:56:51
Tom,Aspinall,,http://www.ufcstats.com/fighter-details/399afbabc02376b5,"6' 5""",255 lbs.,"78.0""",Orthodox,15,3,0,Yes,2026-04-03 22:56:51
Steven,Asplund,Concrete,http://www.ufcstats.com/fighter-details/e56cee1ad697db04,"6' 5""",260 lbs.,"78.0""",Orthodox,7,2,0,No,2026-04-03 22:56:51
Bruno,Assis,Brunao,http://www.ufcstats.com/fighter-details/ff222167cce02919,"6' 2""",185 lbs.,--,Orthodox,8,4,0,No,2026-04-03 22:56:51
Junior,Assuncao,,http://www.ufcstats.com/fighter-details/d0d7160824278840,"5' 9""",145 lbs.,"72.0""",Orthodox,16,6,0,No,2026-04-03 22:56:51
Raphael,Assuncao,,http://www.ufcstats.com/fighter-details/2f13e4020cea5b38,"5' 5""",135 lbs.,"66.0""",Orthodox,28,10,0,No,2026-04-03 22:56:51
Michael,Aswell Jr.,The Texas Kid,http://www.ufcstats.com/fighter-details/01c9e4013afce141,"5' 8""",145 lbs.,"69.0""",Orthodox,11,4,0,No,2026-04-03 22:56:51
Bazigit,Atajev,Volk,http://www.ufcstats.com/fighter-details/fd7acf42bd6e7e95,"6' 1""",230 lbs.,--,Orthodox,17,1,0,No,2026-04-03 22:56:51
Rich,Attonito,The Raging Bull,http://www.ufcstats.com/fighter-details/210935fd21670f6d,"5' 10""",170 lbs.,"72.0""",Orthodox,10,5,0,No,2026-04-03 22:56:51
Olivier,Aubin-Mercier,The Canadian Gangster,http://www.ufcstats.com/fighter-details/55ee431411ccf07a,"5' 9""",155 lbs.,"70.0""",Southpaw,11,5,0,No,2026-04-03 22:56:51
Pat,Audinwood,Awesomely Awesome,http://www.ufcstats.com/fighter-details/196ed28337adc630,"6' 0""",155 lbs.,--,Orthodox,11,2,1,No,2026-04-03 22:56:51
Jose,Augusto,Gugu,http://www.ufcstats.com/fighter-details/4d3b08ab127c7585,"6' 3""",251 lbs.,--,,6,2,0,No,2026-04-03 22:56:51
Marcus,Aurelio,Maximus,http://www.ufcstats.com/fighter-details/04643fd03d9159cc,"5' 10""",155 lbs.,"74.0""",Orthodox,22,10,0,No,2026-04-03 22:56:51
David,Avellan,,http://www.ufcstats.com/fighter-details/956dcac65e7b34d6,"5' 9""",185 lbs.,--,Orthodox,2,1,0,No,2026-04-03 22:56:51
Blas,Avena,The Disciple,http://www.ufcstats.com/fighter-details/8753e125f4499816,"6' 0""",170 lbs.,"74.0""",Orthodox,8,7,0,No,2026-04-03 22:56:51
Levi,Avera,,http://www.ufcstats.com/fighter-details/ba5c6eeb8ef45f5c,"6' 1""",170 lbs.,--,,18,15,0,No,2026-04-03 22:56:51
Anthony,Avila,,http://www.ufcstats.com/fighter-details/033d19259f589457,"5' 7""",145 lbs.,--,,13,5,0,No,2026-04-03 22:56:51
Chris,Avila,,http://www.ufcstats.com/fighter-details/4665cbf36b08193b,"5' 10""",145 lbs.,--,Orthodox,5,4,0,No,2026-04-03 22:56:51
Julia,Avila,Raging Panda,http://www.ufcstats.com/fighter-details/86d9dbe1bfcbade7,"5' 7""",135 lbs.,"68.0""",Orthodox,9,4,0,No,2026-04-03 22:56:51
Saad,Awad,Assassin,http://www.ufcstats.com/fighter-details/da603332ad41f165,"5' 11""",155 lbs.,--,,20,9,0,No,2026-04-03 22:56:51
Javy,Ayala,Eye Candy,http://www.ufcstats.com/fighter-details/26387c19f32dda0f,"6' 1""",265 lbs.,--,,10,5,0,No,2026-04-03 22:56:51
Jessin,Ayari,,http://www.ufcstats.com/fighter-details/6eaec40f724852f4,"6' 0""",155 lbs.,"73.0""",Orthodox,16,6,0,No,2026-04-03 22:56:51
Abu,Azaitar,Captain Morocco,http://www.ufcstats.com/fighter-details/46d0a888d87d91ac,"5' 9""",185 lbs.,"76.0""",Orthodox,14,4,1,No,2026-04-03 22:56:51
Ottman,Azaitar,Bulldozer,http://www.ufcstats.com/fighter-details/ee18ff42063174df,"5' 8""",155 lbs.,"71.0""",Switch,13,3,0,No,2026-04-03 22:56:51
Luiz,Azeredo,,http://www.ufcstats.com/fighter-details/063649e21bc9d6d5,"5' 9""",154 lbs.,--,Orthodox,15,10,0,No,2026-04-03 22:56:51
Luciano,Azevedo,,http://www.ufcstats.com/fighter-details/9bcfb40dbcd50568,"6' 3""",161 lbs.,--,Orthodox,17,9,1,No,2026-04-03 22:56:51
Hunter,Azure,,http://www.ufcstats.com/fighter-details/2af2f2e26c4c0402,"5' 8""",145 lbs.,"69.0""",Orthodox,9,2,0,No,2026-04-03 22:56:51
Niklas,Backstrom,,http://www.ufcstats.com/fighter-details/39cc64bf0a269db9,"6' 1""",145 lbs.,--,Orthodox,11,3,0,No,2026-04-03 22:56:51
Seth,Baczynski,The Polish Pistola,http://www.ufcstats.com/fighter-details/fd5b6598a3b70c0a,"6' 3""",170 lbs.,"75.0""",Orthodox,20,14,0,No,2026-04-03 22:56:51
Abdul Azeem,Badakhshi,The Afghan Lion,http://www.ufcstats.com/fighter-details/968764372c49eab6,--,145 lbs.,--,,13,3,0,No,2026-04-03 22:56:51
Ryan,Bader,Darth,http://www.ufcstats.com/fighter-details/c0ab242c40decc55,"6' 2""",205 lbs.,"74.0""",Orthodox,23,5,0,No,2026-04-03 22:56:51
Izabela,Badurek,,http://www.ufcstats.com/fighter-details/4fcf6e0c4e0e6664,"5' 5""",115 lbs.,--,Orthodox,6,3,0,No,2026-04-03 22:56:51
Miguel,Baeza,Caramel Thunder,http://www.ufcstats.com/fighter-details/82d4c957649faf9b,"6' 2""",170 lbs.,"74.0""",Orthodox,10,4,0,No,2026-04-03 22:56:51
Ali,Bagautinov,Puncher,http://www.ufcstats.com/fighter-details/3dd92ff9fb0412b3,"5' 4""",125 lbs.,"65.0""",Orthodox,15,6,0,No,2026-04-03 22:56:51
Mehdi,Baghdad,The Sultan,http://www.ufcstats.com/fighter-details/e4d2564ea0e34e2b,"6' 1""",155 lbs.,--,Orthodox,11,5,0,No,2026-04-03 22:56:51
Melsik,Baghdasaryan,The Gun,http://www.ufcstats.com/fighter-details/a52bc1e62cf0b7c6,"5' 9""",145 lbs.,"70.0""",Southpaw,8,3,0,No,2026-04-03 22:56:51
Siyar,Bahadurzada,The Great,http://www.ufcstats.com/fighter-details/aec185309b4843d0,"5' 11""",170 lbs.,"73.0""",Orthodox,24,8,1,No,2026-04-03 22:56:51
Ignacio,Bahamondes,La Jaula,http://www.ufcstats.com/fighter-details/e4a47b07044ddd72,"6' 3""",155 lbs.,"75.0""",Orthodox,17,7,0,No,2026-04-03 22:56:51
Bahatebole,Batebolati,Lion King,http://www.ufcstats.com/fighter-details/8f313e9c3a39c06e,"5' 8""",170 lbs.,"71.0""",Southpaw,10,1,1,No,2026-04-03 22:56:51
Shamar,Bailey,,http://www.ufcstats.com/fighter-details/e2b8186b618b00c4,"5' 9""",155 lbs.,"75.0""",Southpaw,16,11,0,No,2026-04-03 22:56:51
Jordan,Bailey,,http://www.ufcstats.com/fighter-details/34dbcd4dbaf21a36,"5' 9""",145 lbs.,--,,6,3,0,No,2026-04-03 22:56:51
Scott,Baker,,http://www.ufcstats.com/fighter-details/7d5b12de1625984e,"6' 0""",210 lbs.,--,,1,1,0,No,2026-04-03 22:56:51
Bryan,Baker,The Beast,http://www.ufcstats.com/fighter-details/898337ef520fe4d3,"6' 3""",185 lbs.,--,Orthodox,18,5,0,No,2026-04-03 22:56:51
Jin,Bala,,http://www.ufcstats.com/fighter-details/371efa53bd0cf669,"5' 9""",155 lbs.,--,,23,3,0,No,2026-04-03 22:56:51
,Balajin,The Snow Leopard,http://www.ufcstats.com/fighter-details/e626e92a8f2a9737,"5' 9""",145 lbs.,"72.0""",Orthodox,23,4,0,No,2026-04-03 22:56:51
Eros,Baluyot,,http://www.ufcstats.com/fighter-details/3497f4c29654862c,--,125 lbs.,--,,7,0,0,No,2026-04-03 22:56:51
Oluwale,Bamgbose,Holy War Angel,http://www.ufcstats.com/fighter-details/04b39f4e8eb59d7c,"5' 11""",185 lbs.,"78.0""",Switch,6,4,0,No,2026-04-03 22:56:51
Stephen,Banaszak,,http://www.ufcstats.com/fighter-details/4c4b44e3cf5815b3,"6' 0""",145 lbs.,--,,5,5,0,No,2026-04-03 22:56:51
Marcin,Bandel,Bomba,http://www.ufcstats.com/fighter-details/5c2ce761399dc9c5,"5' 10""",155 lbs.,--,Orthodox,15,7,0,No,2026-04-03 22:56:51
Humberto,Bandenay,,http://www.ufcstats.com/fighter-details/2c2caf2f2bab9df5,"5' 11""",145 lbs.,"71.0""",Southpaw,14,7,0,No,2026-04-03 22:56:51
Tae Hyun,Bang,Supernatural,http://www.ufcstats.com/fighter-details/9a2d3567abc02e34,"5' 9""",155 lbs.,"71.0""",Switch,18,10,0,No,2026-04-03 22:56:51
Yohan,Banks,,http://www.ufcstats.com/fighter-details/c50ea21fe9ef478d,--,--,--,,2,1,0,No,2026-04-03 22:56:51
Shauna,Bannon,Mama B,http://www.ufcstats.com/fighter-details/9c442aaf149ea982,"5' 5""",115 lbs.,"65.0""",Switch,7,2,0,No,2026-04-03 22:56:51
Antonio,Banuelos,,http://www.ufcstats.com/fighter-details/9ddfb3369a3b0394,"5' 5""",135 lbs.,"63.0""",Orthodox,20,11,1,No,2026-04-03 22:56:51
Iwo,Baraniewski,Rudy,http://www.ufcstats.com/fighter-details/1c23ec2f1b71be40,"6' 0""",205 lbs.,"73.0""",Orthodox,8,0,0,No,2026-04-03 22:56:51
Renan,Barao,The Baron,http://www.ufcstats.com/fighter-details/2c99576fefe53c7c,"5' 6""",145 lbs.,"70.0""",Orthodox,34,9,0,No,2026-04-03 22:56:51
Junior,Barata,,http://www.ufcstats.com/fighter-details/06dced58ca24a6bd,"5' 10""",170 lbs.,--,Orthodox,9,3,1,No,2026-04-03 22:56:51
Maycee,Barber,The Future,http://www.ufcstats.com/fighter-details/6a740daf1b279661,"5' 5""",125 lbs.,"65.0""",Switch,15,3,0,No,2026-04-03 22:56:51
Bryan,Barberena,Bam Bam,http://www.ufcstats.com/fighter-details/a331233f597090a5,"6' 0""",185 lbs.,"72.0""",Southpaw,18,12,0,No,2026-04-03 22:56:51
Djani,Barbir,,http://www.ufcstats.com/fighter-details/d4baaa0630bf5798,"6' 3""",185 lbs.,"79.0""",Orthodox,7,1,0,No,2026-04-03 22:56:51
Dione,Barbosa,The Witch,http://www.ufcstats.com/fighter-details/27b388f0aab49780,"5' 6""",125 lbs.,"66.0""",Orthodox,8,4,0,No,2026-04-03 22:56:51
Marcio,Barbosa,Ticoto,http://www.ufcstats.com/fighter-details/c85bad793cd14e28,"5' 6""",145 lbs.,"70.0""",Orthodox,17,2,0,No,2026-04-03 22:56:51
Edson,Barboza,Junior,http://www.ufcstats.com/fighter-details/64a50dad704d1d49,"5' 11""",155 lbs.,"75.0""",Orthodox,24,14,0,No,2026-04-03 22:56:51
Raoni,Barcelos,,http://www.ufcstats.com/fighter-details/b9f28e7045fdfce7,"5' 7""",135 lbs.,"67.0""",Orthodox,21,5,0,No,2026-04-03 22:56:51
Daniel,Barez,,http://www.ufcstats.com/fighter-details/e8fe9c15d348e778,"5' 6""",125 lbs.,"66.0""",Orthodox,17,7,0,No,2026-04-03 22:56:51
Danny,Barlow,LeftHand2God,http://www.ufcstats.com/fighter-details/b7c5eb7cdbac6a63,"6' 2""",185 lbs.,"79.0""",Southpaw,9,2,0,No,2026-04-03 22:56:51
Luke,Barnatt,The Bigslow,http://www.ufcstats.com/fighter-details/172c2135e70f87b7,"6' 6""",185 lbs.,"77.0""",Orthodox,13,4,0,No,2026-04-03 22:56:51
James,Barnes,Mooka,http://www.ufcstats.com/fighter-details/c06a5c95f1169c0b,"5' 8""",135 lbs.,"71.0""",Orthodox,14,5,0,No,2026-04-03 22:56:51
Nick,Barnes,,http://www.ufcstats.com/fighter-details/78a5eea49638685d,"5' 11""",170 lbs.,--,,11,2,0,No,2026-04-03 22:56:51
Shonte,Barnes,Shyne,http://www.ufcstats.com/fighter-details/e575b6ff678c1aca,"5' 11""",185 lbs.,"76.0""",Southpaw,6,2,1,No,2026-04-03 22:56:51
Josh,Barnett,The Warmaster,http://www.ufcstats.com/fighter-details/ad3f53c454cbbead,"6' 3""",250 lbs.,"78.0""",Orthodox,35,8,0,No,2026-04-03 22:56:51
Chris,Barnett,Beastboy,http://www.ufcstats.com/fighter-details/7a5e8c94a86f9895,"5' 9""",261 lbs.,"75.0""",Orthodox,23,10,0,No,2026-04-03 22:56:51
Chris,Barnhizer,,http://www.ufcstats.com/fighter-details/91e69a1c3c87325b,--,--,--,,2,3,0,No,2026-04-03 22:56:51
David,Baron,,http://www.ufcstats.com/fighter-details/80c0bed43da0e27b,"5' 6""",155 lbs.,--,Switch,17,4,1,No,2026-04-03 22:56:51
Phil,Baroni,The New York Bad Ass,http://www.ufcstats.com/fighter-details/1652f3213655b935,"5' 9""",170 lbs.,"72.0""",Orthodox,15,18,0,No,2026-04-03 22:56:51
Dan,Barrera,The Fireman,http://www.ufcstats.com/fighter-details/f12f979b657ab876,"5' 9""",170 lbs.,--,Orthodox,3,1,0,No,2026-04-03 22:56:51
Carlos,Barreto,,http://www.ufcstats.com/fighter-details/a220be6d41d6f97d,"6' 4""",230 lbs.,--,Orthodox,14,9,0,No,2026-04-03 22:56:51
Jose,Barreto,,http://www.ufcstats.com/fighter-details/c32eab6c2119e989,--,185 lbs.,--,Southpaw,0,1,0,No,2026-04-03 22:56:51
Peter,Barrett,Slippery,http://www.ufcstats.com/fighter-details/d21113c9ff3788ae,"5' 10""",145 lbs.,"73.0""",Southpaw,11,5,0,No,2026-04-03 22:56:51
Marc-Andre,Barriault,Powerbar,http://www.ufcstats.com/fighter-details/8e9eb3fc86db0f7d,"6' 1""",185 lbs.,"74.0""",Orthodox,17,11,0,No,2026-04-03 22:56:51
David,Barrios,,http://www.ufcstats.com/fighter-details/e6015889f50075d2,"5' 6""",145 lbs.,--,,4,8,0,No,2026-04-03 22:56:51
Alexandre,Barros,Baixinho,http://www.ufcstats.com/fighter-details/8fd1f27e86661ede,"5' 9""",170 lbs.,--,Southpaw,22,11,0,No,2026-04-03 22:56:51
Ricardo,Barros,,http://www.ufcstats.com/fighter-details/d26394fc0e8e880a,"6' 1""",205 lbs.,--,,2,2,0,No,2026-04-03 22:56:51
Francimar,Barroso,Bodao,http://www.ufcstats.com/fighter-details/b69f24c500d783e7,"6' 1""",205 lbs.,"75.0""",Orthodox,19,7,0,No,2026-04-03 22:56:51
Pat,Barry,HD,http://www.ufcstats.com/fighter-details/658c3465581ae46b,"5' 11""",235 lbs.,"74.0""",Orthodox,8,7,0,No,2026-04-03 22:56:51
Dean,Barry,The Sniper,http://www.ufcstats.com/fighter-details/a6f3d15cb84334bb,"5' 10""",170 lbs.,"72.0""",Orthodox,4,2,0,No,2026-04-03 22:56:51
Enrique,Barzola,El Fuerte,http://www.ufcstats.com/fighter-details/be0b310a12eb80b4,"5' 7""",145 lbs.,"70.0""",Orthodox,17,5,2,No,2026-04-03 22:56:51
Javid,Basharat,The Snow Leopard,http://www.ufcstats.com/fighter-details/bbab3baf66128ae2,"5' 9""",135 lbs.,"69.0""",Orthodox,15,2,0,No,2026-04-03 22:56:51
Farid,Basharat,Ferocious,http://www.ufcstats.com/fighter-details/a09ed60aa67a3f67,"5' 8""",135 lbs.,"71.0""",Orthodox,15,0,0,No,2026-04-03 22:56:51
Austin,Bashi,,http://www.ufcstats.com/fighter-details/d3f89fa685bd8420,"5' 6""",145 lbs.,"70.0""",Orthodox,14,1,0,No,2026-04-03 22:56:51
Stephen,Bass,Bigfish,http://www.ufcstats.com/fighter-details/1cecc8fe6748a532,"5' 9""",145 lbs.,--,Orthodox,11,2,0,No,2026-04-03 22:56:51
Sean,Bassett,,http://www.ufcstats.com/fighter-details/2c733e059462c1dc,--,155 lbs.,--,,0,4,0,No,2026-04-03 22:56:51
Ryan,Bastianelli,Relentless,http://www.ufcstats.com/fighter-details/29508aff4d93cbbe,"5' 5""",135 lbs.,--,,6,7,0,No,2026-04-03 22:56:51
Shayna,Baszler,The Queen of Spades,http://www.ufcstats.com/fighter-details/8ef4a91ac694b7ce,"5' 7""",135 lbs.,--,Orthodox,15,11,0,No,2026-04-03 22:56:51
Namsrai,Batbayar,Steppe Warrior,http://www.ufcstats.com/fighter-details/e1f8beeb6d2d871a,"5' 4""",125 lbs.,"68.0""",Orthodox,9,1,0,No,2026-04-03 22:56:51
Michel,Batista,,http://www.ufcstats.com/fighter-details/34218661c44ed55d,"6' 3""",260 lbs.,--,Orthodox,4,1,0,No,2026-04-03 22:56:51
Bryan,Battle,The Butcher,http://www.ufcstats.com/fighter-details/f626118b6da0e020,"6' 1""",185 lbs.,"77.0""",Orthodox,13,2,0,No,2026-04-03 22:56:51
Alan,Baudot,The Black Samourai,http://www.ufcstats.com/fighter-details/c9a94278df042f46,"6' 3""",243 lbs.,"79.0""",Orthodox,8,3,0,No,2026-04-03 22:56:51
Mario,Bautista,,http://www.ufcstats.com/fighter-details/bc711b6dd95c1af6,"5' 9""",135 lbs.,"69.0""",Switch,17,3,0,No,2026-04-03 22:56:51
Chris,Beal,Real Deal,http://www.ufcstats.com/fighter-details/55f446032177b119,"5' 7""",125 lbs.,"69.0""",Orthodox,10,5,0,No,2026-04-03 22:56:51
Donovan,Beard,The Highlight Reel,http://www.ufcstats.com/fighter-details/3a6ac598320ca7f2,"6' 2""",185 lbs.,"78.0""",Orthodox,7,2,0,No,2026-04-03 22:56:51
Rudy,Bears,,http://www.ufcstats.com/fighter-details/74f13066b1417ef3,"5' 11""",170 lbs.,--,Southpaw,16,15,0,No,2026-04-03 22:56:51
Salvador,Becerra,,http://www.ufcstats.com/fighter-details/4fd76e7ba8313457,"5' 9""",155 lbs.,--,,5,2,0,No,2026-04-03 22:56:51
Ariel,Beck,,http://www.ufcstats.com/fighter-details/b96939f2b8d88e82,"5' 6""",125 lbs.,"66.0""",Southpaw,4,5,0,No,2026-04-03 22:56:51
Jack,Becker,,http://www.ufcstats.com/fighter-details/b5a379583673510a,"5' 10""",155 lbs.,"71.0""",Orthodox,13,6,0,No,2026-04-03 22:56:51
Jeff,Bedard,Little Popeye,http://www.ufcstats.com/fighter-details/93bf96be327fcd98,"5' 6""",145 lbs.,--,Orthodox,13,3,0,No,2026-04-03 22:56:51
Eric,Bedard,Lucky Strikes,http://www.ufcstats.com/fighter-details/ce05955c26c3c090,"6' 2""",239 lbs.,--,,6,7,0,No,2026-04-03 22:56:51
Johnny,Bedford,Brutal,http://www.ufcstats.com/fighter-details/ffc3e6daaa6da0b7,"5' 10""",135 lbs.,"71.0""",Orthodox,21,13,1,No,2026-04-03 22:56:51
Rolando,Bedoya,The Machine,http://www.ufcstats.com/fighter-details/40a456a25d52ee65,"5' 11""",155 lbs.,"74.0""",Orthodox,14,5,0,No,2026-04-03 22:56:51
Chase,Beebe,,http://www.ufcstats.com/fighter-details/b16a7e6a627e9789,"5' 7""",135 lbs.,"67.0""",Orthodox,24,13,1,No,2026-04-03 22:56:51
Lyle,Beerbohm,Fancy Pants,http://www.ufcstats.com/fighter-details/babc6b5745335f18,"5' 10""",155 lbs.,--,Southpaw,24,3,0,No,2026-04-03 22:56:51
Allan,Begosso,Mini,http://www.ufcstats.com/fighter-details/d6ed764f8b78d32a,"5' 5""",135 lbs.,"66.0""",Orthodox,7,2,1,No,2026-04-03 22:56:51
Azamat,Bekoev,Iron,http://www.ufcstats.com/fighter-details/3bc3f60b21cddc6a,"6' 0""",185 lbs.,"72.0""",Orthodox,20,4,0,No,2026-04-03 22:56:51
